name,location,Date,Rating,Review
Rafael,"Methuen, MA","Reviewed Feb. 23, 2015",1.0,"Went to open my Starbucks drink this morning at my work desk and as soon as I open the top cap, the bottom of the bottle came flying off! Soaked everything. My morning not off to a good start. Thank you Starbucks!"
Farah,"Bronx, NY","Reviewed Feb. 19, 2015",1.0,"I don't know why but the service at Starbucks on Church Street, NYC was pretty bad - rude barrister. I had ordered three different types of drink and was waiting for it; I collected the first one after a while waiting, it was not too busy. As the barrister placed the other drink on the counter, he did not say what order it was, so I picked it up and asked if this was the mocha I ordered, he said ""no it's not your drink, learn the difference"". He was very very rude about it. So I said ""okay, sorry about that"". Then I heard him telling the other customer that making the drink is not hard at all, but dealing with all of ""this"" is. And of course, he was referring to me. He shouldn't have said that. Some of the employees have bad manners, I guess they don't know what good customer service means! Individuals like that should not be working in that field."
Slavi,"Skokie, IL","Reviewed Feb. 17, 2015",1.0,"In the last couple weeks I start seeing my quad espresso getting half of the amount I usually was getting. When I asked, the Coffee Shop manager told me that Starbucks is changing the amount of the water in a single espresso shot. Now for the same money I'm getting less espresso. On top of it it is so bitter without the regular water amount it is hardly good for pleasure drinking. I suspect they would like to get their lines moving faster, but how about ""The great coffee experience at Starbucks!"" we all are lure to experience. That is extremely unfair and unjust practice. And since they are the only coffee shop in the near 50 miles around places I go you can imagine my disappointment and frustration with the half of the quad, super bitter, not healthy way of serving espresso at Starbucks."
Roger,"Bethesda, MD","Reviewed Feb. 16, 2015",2.0,I recently bought 12 bags of Starbucks coffee from Starbucks.com. They did not tell me they would be sending me coffee beans that were roasted over 6 months ago. All of the bags had expiration dates that were 5 weeks from my purchase. I called Starbucks and was told they always ship their oldest coffee first but never advise customers they are doing so when the order is placed.
Chris,"Evans, GA","Reviewed Feb. 14, 2015",2.0,"The only people I have seen move slower and care less than a Starbucks employee are the people strolling to get your popcorn at a movie theatre. I have been and will continue to go to Starbucks but sadly, it is for the same reason that most people go there... there is no competition! If anyone opens a cafe with wifi and good seating and even decent coffee... I'm gone... but so far no one has."
Caron,"El Paso, TX","Reviewed Feb. 11, 2015",2.0,"My daughter who is in Lubbock started complaining that whenever she went to the Starbucks near campus, she would always get about a half of a cup of what she ordered. Well the past couple of visits I have noticed the same problem. For a student such as my daughter and a teacher like me, Starbucks is a treat for both of us since it is on the expensive side. When we order a grande or whatever, we expect a grande. Do not tell me it's because whip cream or milk can be added. Neither of us have any of it. It's extremely disappointing to pay over 5 dollars for coffee when I am not getting the expected size."
V,"Houston, TX","Reviewed Feb. 7, 2015",1.0,"Online order # ** has been the most difficult ordering experience ever! I placed an order and as of today January 13, 2014, I have not received it. I contacted Starbucks.com on January 09, 2014 with no reply. I contacted Starbucks on January 13, 2014 and I was informed that my order can't be fulfilled. I asked to speak to a Manager and one was not available. Why does your company offer product that can't be fulfilled to their Customers? I will be awaiting an immediate response for your company to fulfill this order as promised."
Jasmine,"Cincinatti, OH","Reviewed Jan. 27, 2015",3.0,Starbucks is always so friendly and I love it so much. I've always got a card for it. Once I went there and the cashier didn't reply unless it was the amount. I just wanted to confirm that sometimes they are rude and unkind. Also may I recommend the peppermint mocha or the double chocolaty chip!!! I hope this helped!
Bhaumik,"Boardman, OH","Reviewed Jan. 27, 2015",1.0,"I bought a 12-pack of Starbucks Frappuccino Cold Coffee from Sam's Club about 3 months ago, from which one of the bottle seems to have formed some kind of coagulations into it. The expiry date on bottle says April 27, 2015. Please see attached images. I am very disappointed and would ask you to think before buying any preservative product from Starbucks."
Jennifer,"Oak Lawn, IL","Reviewed Jan. 22, 2015",5.0,"I have always enjoyed going to Starbucks for a treat. Recently, a new store opened up close to my house. I have to say, the new store is great! The other store (same distance from home, but the other direction) was always pleasant to visit, but getting in and out of the parking lot was a challenge. The new store is easy to access. The employees are helpful when asked questions about coffees. My drinks are always perfectly made the way I ask for them. I recently was given a new silver gift card keychain that I have registered and can reload. The card is nice and convenient. No more fumbling for my phone app or having to dig in my bag for my card, it's right there on my keys. The card scans easily, earning me rewards as I enjoy what is becoming more of a daily occurrence and less of a once in awhile splurge."
Ada,"Porter, TX","Reviewed Jan. 12, 2015",3.0,"I go to Starbucks almost every day (mornings mostly) and the service is top notch; they are friendly and hardly ever get it wrong even though they are so busy. Although when I go in the evening (which I usually do on my day off) it is almost always wrong even though they are hardly ever busy. I really hate having to go back to fix it because I feel like I'm being a bother and when they do fix it, sometimes it's still wrong-but close enough- so I take my victories where I can get them. Overall they are very nice (even in the evening)."
Iryna,"Edmonton , AB","Reviewed Jan. 11, 2015",1.0,"Starbucks customer service is horrible! Worst experience I ever had. No replies, help or understanding. Very cheap and rude! I cannot believe this is a big company. I do like their coffee. Too bad they have such a bad management."
Leanne,"Columbus, OH","Reviewed Jan. 7, 2015",1.0,"December 3rd 2014 at 12:49:35 pm, I went to my usual Starbucks and got my usual 2 Venti sugar free mocha frappuccino lite with 8 Splenda each and with the skinny mocha. I also got my son his usual Venti strawberries and cream frappuccino as well as a grilled cheese sandwich for myself as well as my son. I arrived back home and gave my son his sandwich and frappuccino and I started on my second frappuccino. I was in the kitchen 20 feet away when I heard my 5 year old granddaughter screaming 'daddy, daddy' and I rushed toward him seeing that his face was red and he was choking. My younger son was screaming “Mommy help him. Oh my god mom, I think he's choking.” He managed to get to his feet and I'm pounding him on the back and somehow he took his fist and basically gave himself the Heimlich maneuver. A hunk of grilled cheese came out and with it was a yellow distressed bread clip! I immediately notified the store which was pointless and then I called Starbucks customer service and notified them what happened. "
Heidrun,"Stephens City, VA","Reviewed Dec. 21, 2014",1.0,"Starbucks french roast - Pure terrible, taste awful and the smell is like fish."
Laura,"Fresno, CA","Reviewed Dec. 20, 2014",1.0,"My husband disabled has brain damage as well as some physical disabilities from a car crash. He also happens to be Mexican American. Neither are acceptable it seems to the fine people of Starbucks on Feland and Shaw in Fresno Ca. One day my husband and I sit outside of Starbucks and I go in to make our order and I am standing in line when I hear an Anglo woman complaining about immigrants to one of the Starbucks baristas who to my dismay is totally agreeing with this racist old lady. I felt embarrassed as I am Spanish and felt it was inappropriate. Well I'm waiting for a while in line when my husband knocks on the window to change his drink request with me. Its a hundred and ten degrees outside so he is sweating like mad, also a result of his disability. Well the female blonde haired barista looks at him in horror and says to the racist Anglo lady, ""There's one of them now."" She meant immigrants these two Anglo females were complaining about. She turns to me with this look of hate and condescension and screeches, ""TELL HIM TO PUT HIS SHIRT BACK ON!"" I felt like I wanted to cry because my husband had a huge scar on his chest from the accident. "
Sara ,"Apex, NC","Reviewed Dec. 17, 2014",2.0,"Recently Starbucks changed the design of their coffee cup lids. They're hard to put back on after you put cream and sugar in your coffee. I told Starbucks stores that they're not safe and they said I should call 800 number. Who has an hour to sit and chat on the phone with 800 numbers. Well last week I sat in my car comfortably with a nice hot Starbucks coffee in my hand and luckily didn't start driving. I was holding the cup in my left hand and was getting ready to start the car. Guys the lid came off. The coffee went from steering wheel to my legs, to my carpet. I called Starbucks 800 number and rep who answered was wonderful, concerned and asked numerous time if I was ok. He apologized and said he was sending this to high authority. Haha. What higher authority. They don't care. It's been a week and nothing. I can tell you one thing. This will happen to wrong person someday and Starbucks will care."
Shanna,"Acme, PA","Reviewed Dec. 10, 2014",1.0,"I went to Starbucks website November 13 to order a gift card for my brother in another state. Easy, right? Many to choose from, easy steps... I put in his name and address, hit pay with Paypal, done. Less than five minutes. The auto-reply receipt came back within a seconds with the Bill-to address as me, but his address. There was no information on the receipt as to who they were shipping it to, so I wondered. What just happened? I called them immediately. "
Desi,"Mackenzie, BC","Reviewed Dec. 9, 2014",2.0,"1005 Columbia Street New Westminster BC Canada, V3M 3X3 604-522-3002 - This Starbucks cater too much to WIFI users. The students or people don't leave until closing time. The staff encourages them to stay because it will be easy for the staff to clean up; they don't have to maintain the tables. You can buy only one coffee, the smallest and stay here until you drop dead. You can use the washroom, take home their toilet papers and drink milk after cup, after cup if you run out of money for another coffee. If you order one coffee in the morning, no need to order another. Just drink free milk. "
Mylarapu,"Maryville, MO","Reviewed Dec. 9, 2014",1.0,"I was calling starbucks, I was 45min in hold but still no one responded me. I have ordered 10$ by seeing an offer saying that if we give 10$ gift card you going to add 10$ more so that would be 20$ right? But my friend received only 10$, this is really **."
Kelly,"Benicia, CA","Reviewed Dec. 8, 2014",1.0,I ordered two Starbucks gift card from Starbucks.com over two weeks ago. My order has not processed but they tell me I can't cancel it. Hopefully I'll see these cards sometime before Christmas. I'm very disappointed that they cannot ship a gift card within 14 days. Learned my lesson.
Eva,"Wasaga Beach , ON","Reviewed Dec. 6, 2014",1.0,"I have been so disappointed in the last year with Starbucks. Coffee is never consistent, taste is either burnt or you ask for extra soy and it's cold because they put too much, or they get the drink wrong completely. Where I live I don't have many options to go enjoy a coffee, so it leaves me to go to Starbucks and cross my fingers I will enjoy my overpriced beverage. Now, on top of that, I used to get very excited about seeing what decorations Starbucks would put up, this year... all I see is red boxes, a crazy overpriced Sterling Silver key chain card (can't believe this piece of junk is $200). I realize they are a business, but they always had a way of ringing in the Christmas cheer with their cute cups, decor and friendly smiles. Now it's boring and the only focus is consumerism."
Ashley,"Redmond, WA","Reviewed Dec. 4, 2014",1.0,I ordered a chestnut praline latte and found slimy blobs on the bottom of my drink. This isn't the first time this has happened. Since I already drank most of it there wasn't anything I could do and corporate wouldn't do anything either.
Tricia,"Naga City, Other","Reviewed Dec. 4, 2014",1.0,"Hello, I just want to express my disappointment and unsatisfactory feeling with regards to your Starbucks Magsaysay Ave. Naga City branch. I am collecting stickers for your Starbucks planner and I already have 10 stickers. I was about to get another 2 stickers for today's purchase, however the cashier was not able to inform me that I have to order your offered Christmas drinks to complete the required stickers. I really like the Frappuccino drinks and the caramel macchiato which I always order whenever I visit your store. So, I carelessly order the drinks I like and did not check the rules on how to get the Starbucks planner."
Randy,"Chico, CA","Reviewed Dec. 3, 2014",1.0,"Imagine paying 200.00 in cash for an inferior product then finding out you have to call (and call and call) to get the address and a case number to return it at your expense ($16.20), insured, signature required. Oh the best part is it will take 60 days after they receive it to issue my refund. I have been a loyal if not addicted daily customer gold member before there were apps......I have never been treated as poorly as this...and not to mention these ridiculous conditions at the time of purchase (on bottom of gift box in small print), really!!!!! The only thing I can do is stop going there (2,500 to 3,000 a year). Hey you get a few of us and maybe they will do something about it."
Don,"Federal Way, WA","Reviewed Nov. 25, 2014",1.0,"I have spent most of weekend morning and again a weekday morning attempting to return the Silver keychain Starbucks card for no other reason than it is so poorly made with stickers overlaying a silver plate. All I wanted was a simple refund and was told over the phone that I could take it to Starbucks HQ since I am in close proximity which I did this morning. I have never been treated so rude and with such condescending attitudes as I was on the 8th floor by two customer service receptionists who had no interest in listening to me or assisting me. I was eventually told to make my way to their loading dock and see if anything there could help me. I always felt Starbucks was the ""Nordstrom"" of coffee restaurants but after today I clearly see different."
diane,"Greer, SC","Reviewed Nov. 22, 2014",5.0,"Best crew ever at Wade Hampton Greer South Carolina. Awesome group of people... Friendly, clean and best coffee anywhere."
Nancy,"Missoula, MT","Reviewed Nov. 21, 2014",1.0,"I went to my new, local Starbucks today with a gift certificate given to me by a friend. I have been a loyal customer of Starbucks since 1984 (30 years). I used to have coffee mailed to me every month here in Montana until we finally got a store many years ago. Imagine my utter surprise and disgust when I was told today: ""We are out of Thanksgiving Blend and won't be getting anymore in. We only have 8 oz. bags of Christmas Blend."" WHAT??!! I can't buy a pound of the seasonal coffee I adore from ANY of my local Starbucks (freestanding or in Target or Barnes and Noble) because THEY AREN'T SELLING 1 LB BAGS OF THEIR SEASONAL COFFEE. This is the stupidest idea I've heard of. I had to go home and order my pound of Christmas blend online and have it sent to me in a week. Come on, Starbucks! You need to be about the coffee, first and foremost!!!"
Bonnie,"San Juan Capistrano, CA","Reviewed Nov. 20, 2014",3.0,"I received an email 11/14/14 about our 2 cards being reloaded one for 100.00 and the other for 75.00. Finally got through to an agent and she could not find my account. Found my name but no card attached to it, found my card but no name attached to it. She gave me a number and told me to call back and give them the number. Finally got through to a person 3 days later and she is issuing a refund but she could not tell me why they took 175.00 out of our bank account and put on our Starbucks cards. The refund will take 7 to 14 days! Not happy with Starbucks, hate to give it up but will."
inshallah,"Santa Barbara, CA","Reviewed Nov. 14, 2014",1.0,"I asked a barista for hot water to make my via coffee and the mgr, heather, whispered to the barista in front of me not to service me and that I was banned. And w/o asking my name or any scene in the store, heather came around the corner to my face and told me to leave, that I was not welcome in any starbucks. And that she said if I had a problem with this, I could email Diego, the district mgr. The only complaints I’ve made are to stick up for myself against the rude mgr maria and other rude baristas the mgnt hires. They do not do good screenings or drug testing on the employees. I think that’s the problem and the fact that they’ve ignored all my complaints. And it got worse with maria’s bullying physical hostility toward me. I will not be treated this way and I will have to find another coffee store to go to. "
Wayne,"Norwalk, CT","Reviewed Nov. 14, 2014",1.0,"Discriminate south Asian customer by black workers. To be fair I stood in front of the line no one say if I want to order, even though I have my hand raised to get help at 150 Varick street NYC at 8:45 pm on November 13."
Kelly,"Chicago, IL","Reviewed Nov. 13, 2014",1.0,I ordered 2 quad shot venti skim lattes with whipped. Paid just over $11 bucks. What I got were 2 barely over halfway filled cups! The guy actually said that he used the larger sized cups to accommodate for the whipped. Acted like he was doing me such a wonderful favor! Seriously? I ordered venti and got venti cups. Not my first time at Starbucks but I was so pissed off that it may possibly be my last visit to Starbucks! Of course I didn't get a receipt either. Coincidental? I think not.
miguel,"Antipolo, Other","Reviewed Nov. 8, 2014",2.0,"I bought a Doodle it tumbler today, 11-07-14 on Starbucks Metro Walk PH. I was with my friends and a little bit in a hurry. I bought the tumbler as soon as I've ordered my coffee. When I got home I have just read that there should be a pen and an instruction included on the tumbler I bought. I checked it on the paper bag and it's not there, just wondering why didn't they asked me on the time that I'm paying for the tumbler if I would like to have the pen as well. Unfortunately I already left my receipt on the table so there's no way for me to claim my pen so I won't be able to design or doodle on my tumbler. It's sad and it's a bad customer service. They know that I am availing the doodle it tumbler, they never told me that I should have to ask for it or whatever. But I am basically a dissatisfied customer."
judy,"Green Valey, AZ","Reviewed Nov. 7, 2014",1.0,I was disappointed after purchasing the Starbuck's Breakfast Blend medium in the grocery store. It was special individual containers with the Keurig Brewed. You need to sample this. Honestly it is awful...no flavor no aroma. An unhappy customer.
Dennis,"Phoenix, AZ","Reviewed Nov. 6, 2014",1.0,"I recently began purchasing coffee each morning at Starbucks at 'The River' mall in Rancho Mirage CA. The staff is completely incompetent and so I presume also the management as well. I am a 51 year old business major so I think I'm qualified to make this critique. One woman with curly grey hair particularly annoys me with her arrogance and flippant demeanor towards me. I ask for creamer or what the flavors of coffee are because a half hour after they open there are no signs on the coffee of the day board. She acts like I kicked her dog or something. Another woman tells me on Sunday when they're supposed to open at 5:30 that she's sorry but a manager failed to show up that morning. I have to think this an untruth because I know of no manager that shows up at 5:00 am on a Sunday. If competent help were available I see no need for a manager to be there. And if not, yet another poor service from this coffee shop. "
Mark,"Cary, NC","Reviewed Oct. 29, 2014",1.0,I tried to cancel my mobile app. After 30 minutes I was informed that they would refund part of the money. The customer service rep said that part of the money could not be refunded. When I originally got the app there was no statement that part of the funds would be non refundable.
Jacy,"Jacksonville, FL","Reviewed Oct. 28, 2014",2.0,"Thanks to ** the store on Roosevelt Blvd. will not see me twice daily during the work week! ** is so busy trying to play the smartest guy in the room when he really should be concentrating on making the drink orders for his customers correctly! ** claimed he knew how to make my black tea latte .... Wrong!! It is very simple... Awake tea, no sweetener, non-fat milk, and free pour the milk. Well, Mr. ** decides to gives me Earl Grey and uses the spoon to hold back the foam."
gabriele,"Vienna, Other","Reviewed Oct. 27, 2014",1.0,"I DID NOT BELIEVE MY EYES! Today at 7:30 I bought my morning coffee in the Starbucks shop at the general hospital (AKH) in the city of Vienna, when I saw a fat RAT(!!!) sitting under one of the sofa chairs..... When I told the store manager (**/female), she said I am imagining things, and THREW ME OUT of the store!!!!! Starbuck has become a health hazard, and I wont spent ANY money there anymore! "
Luis,"Mexico, Other","Reviewed Oct. 20, 2014",1.0,Just to tell you that I found lots of bugs in my cocoa drink in the convention center in Gaylord Palms Resort in Florida. I have made a complain in the front desk and they help me. But I don't know if I can lawsuit against Starbucks because I have drink and swallow some bugs. I have a picture of the coffee full of bugs and several witnesses then were with me.
Andriy,"Brooklyn, NY","Reviewed Oct. 2, 2014",1.0,"I went to Starbucks in Indiana state (Henry Schricker travel plaza; store code 0403907) in 9/30/14 at 8:19 am. I ordered Ice caramel macchiato, cheese danish and juice Naked for a total $13.42. I paid by cash. I gave to cashier (her name **, her ID #**) $100 bill (only bill that I had). She gave my change $56.58 (the change suppose to be $86.58). I took money I started to count my change in front of her and told her that she gave me not enough, that she suppose to give me $30 more. Her answer kill me: ""I gave you all change; you lost it."" I told her that I was not going anywhere, I was staying in front of her waiting for the order. She said that if I can't handle my money, it is my problem. I was in shock. Then I asked manager. ""The manager"" came right away. She even did not asked what was the problem. She took my change, took all money from the cashier, went on the back somewhere. And few minutes later they came back, gave me $46 (but took $56), and told me that their cashier has no extra money; everything is fine. "
June,"Jupiter, FL","Reviewed Sept. 24, 2014",5.0,I had two Starbucks accounts I wanted to combine into one. Wasn't really sure who to call so I called phone number I found on website. The Rep who answered the phone was so helpful and quick to resolve my issue. Very pleasant also. Great experience
Alma,"Jonesboro, GA","Reviewed Sept. 12, 2014",2.0,I received a gift card and I wanted to treat my son to lunch. We ordered the Santa Fe chicken Panini and was told they only had one. How disappointing. I guess I'll stick to coffee only.
lerry,"Fair Oaks, CA","Reviewed Sept. 9, 2014",1.0,The only good part about Starbucks is the convenience. I usually get a regular coffee. The lid will always spill coffee from the lid and when I carry it. Most of the time when I use my card I get charged twice.
Lucy,"Asheville, NC","Reviewed Sept. 6, 2014",2.0,I was at your Merrimon Ave location in Asheville and ** and ** refused to make a sample of any drink... I am 70 and not used to be treated with disrespect... They chuckled as I walked away... Needless to say that I won't visit your place any longer. 
Derek,"Sylvan Lake, AB","Reviewed Sept. 5, 2014",1.0,"Today was a grey day. I thought a venti Caramel macchiato would be a great pick up. There were 4 vehicles in the drive-thru, thought it would not take long. Boy was I wrong. It prob took at least 12 min to get to window. I was greeted by a young coffee barista. She took my money, gave my change back, was very friendly and then... it happened. I sat for 7 min waiting for my venti Caramel macchiato skinny. Not being a coffee barista I saw a line of coffees waiting on drive through counter. I was wondering why she didn't give me my coffee. I tried getting her attention but nothing. 7 min later she opened the window to ask me what I ordered. I almost blew a gasket. My coffee was sitting there the whole time. She allowed me to vent gave me my coffee. I drove off to realize it was warm ahhh. "
Ellen,"Mountain Home, NC","Reviewed Sept. 3, 2014",1.0,"I recently spoke with a manager at Starbucks concerning employment. I was told that they do not hire people of my age because they cannot remember the recipes. I believe that is age discrimination. I laughed at first but realized the young man was serious. He did take my name and phone number. I think that maybe you should train your managers about the law of discrimination. Regardless of my age, I am capable of remembering recipes and doing the job. My sister did post this on Facebook and many people responded with saying I should bring about a lawsuit against you. What do you think? Feels a lawsuit is order due to age discrimination."
George ,"San Diego, CA","Reviewed Sept. 1, 2014",1.0,"At approx 1600 hrs (actual time can be checked with SDPD) on Sunday, August 31, 2014 an officious, antagonistic employee contacted the San Diego Police Dept claiming I was drinking alcoholic beverages in their establishment (HARBOR/LANDING ST) San Diego. Police arrived to evidently determine that statement to be false. Both officers interviewed me and opted NOT TO PERFORM A FIELD SOBRIETY TEST. They both stated they were there to escort me out per the officious, young manager's orders. I left, drove out in front of the officers patrol cars......neither made any attempt to stop me per a reasonable suspicion that I might me driving ""under the influence"". At this moment I am researching the internet to locate an atty to handle the lawsuit."
Linda,"Melb. Bch, FL","Reviewed Aug. 30, 2014",1.0,"Every Starbucks I have visited recently to purchase the organic ""Breakfast Blend"" has the employees giving the same identical statement, ""all coffee is organic until ground"". Really? Then why doesn't it state on the package that it is organic? How would grinding the coffee make it NOT organic anymore? Why can't the employees at Starbucks be honest and simply state that Starbucks doesn't carry the ""Breakfast Blend"" in organic anymore? They do carry ONE type of organic coffee, but it is a very strong blend, and it does state ORGANIC on the package. IF it is ALL ORGANIC (until ground), then why don't the other packages state ""ORGANIC"" on the package? They are implying that through the grinding process (even at your home) chemicals are added to your coffee beans (grind). Do they even know what the term ""ORGANIC"" means? Then how could anyone trust the word ""ORGANIC"" on their Yukon package?"
Eldon,"Medical Lake, WA","Reviewed Aug. 29, 2014",1.0,"Please allow me to introduce myself before placing my complaint before you. I have been one of your loyal customers for years. I have even carried your coffee to Mexico where my dear friend, Dr. Diaz **, formerly the man over all government hospitals and I would taste compare to some of the finer Mexican coffees. In my mind, your blends always emerged victorious."
Bill,"Seattle, WA","Reviewed Aug. 28, 2014",1.0,"Last Wednesday, someone compromised my Starbucks card and bought 62 $100 gift cards, which went into my bank account via PayPal. Fortunately or not, I don't keep $6000+ in my account, so it was overdrawn. Everyone except Starbucks has handled this wonderfully. PayPal customer service and my credit union (BECU) have gone out of their way to be generous. Not Starbucks. I called on the morning. I discovered the fraud and opened a case. The person I spoke with said someone would call me. I called back four hours later and was told someone would contact me within 3-4 business days, and the issue would be resolved within 7-10 business days. At that point, I requested a manager and was denied - literally told “no, you can't speak with a manager until our investigation is complete.”"
J,"Chicago, IL","Reviewed Aug. 27, 2014",1.0,"I am simply writing to vent my frustration in an attempt to get Starbucks' attention (futile though that effort may be). My Starbucks loyalty rewards card was deactivated this morning, a card that had a monetary value. The in-store staff have been great but because they cannot reactivate the card, they directed me to customer service. Customer service told me, among other things, that the card was deactivated because I was ""not compliant with the terms of use."" Hmm. The in-store staff indicated that the change in terms that customer service referred to occurred about 2 years ago, but would not have affected my use of the card (that change apparently dealt with charges for extras)."
Jenava,"Broken Arrow, OK","Reviewed Aug. 18, 2014",4.0,"Early this morning was my first day back in college classes along with starting a brand new job downtown. I stood in line for over 15 minutes watching people that had ordered after me get their delicious beverages and head out the door in a timely manner. I was starting to get annoyed and I made eye contact with the barista that took my order. Finally, after a couple minutes she came over and handed me a card and apologized that my drink got lost among the multiple drink orders that were being made. Then she handed the initial drink I ordered. After she handed me the card I read the front. It was a free drink on Starbucks for the inconvenience. Although, it wasn't how my usual morning coffee run ends up. I was impressed by how the barista handled the situation."
Delores,"Oxnard, CA","Reviewed Aug. 12, 2014",1.0,"Poor service to paying customer than non paying customers - Supervisor Edgar in shorts uniform and barista chubby girl didn't remove non-paying customers by security guard, after removing the two deaf women's argument over one charging plug station with lounge chair. Unresolved issue and not reported to manager of store."
Richard,"Huntingdon, Other","Reviewed Aug. 11, 2014",1.0,"I have just arrived at the Calais Euro tunnel and gave my son ten pounds sterling to purchase a chocolate frappuccino priced at €5.65 and when he paid in sterling with £10 they would only give change in Euros which totaled €4.55. When I queried the cost and studied the receipt, I was astounded to see that their exchange rate for £10 sterling came to a total of €10.20 (equivalent to €1.02 to £1). This is an absolute disgrace when paying for a lasciviously overpriced product anyway given that today's exchange rate is €1.25 to £1."
Sabrina,"Aurora, CO","Reviewed Aug. 6, 2014",2.0,"I went into Starbucks in Aurora, CO with a coupon for a buy one get one free drink and they wouldn't honor the coupon. What's the point in even signing up for emails if they won't honor their coupons? The expiration date was for September 2014. I really enjoy giving you guys business every day. I just feel like it would be nice to be rewarded every once in a while."
Will,"Los Angeles, CA","Reviewed July 30, 2014",2.0,"I'm a regular customer at Starbucks and I never knew that you had to buy a Cup of hot water for Tazo Tea which is a brand of Tea from Starbucks, I always buy it by the box! On 7/29/2014 about 1:30pm one of your Managers by the name of **, Store Manager @ 9718 Washington Blvd in Culver City, Ca 90232...Ph#310-204-1075. I told her that I had never heard of this policy and I offered to pay her for the hot water, then she said there wasn't any way that she could Charge me for the water, of course I became puzzled and asked her to please accept the money, even though I found this to be ridiculous and she went on to tell me ""Starbucks has always charged customers for cups and water whether you have our brand or not""!"
chelsie,"Portland, TX","Reviewed July 26, 2014",1.0,"This morning, I woke up early to go fishing and I got to Starbucks at 5:50 and the store in Portland, Texas opens at 5:30. So I pulled through the drive thru and nobody answered. I drove around to the front and tried to walk into the front and the doors are locked and the manager is standing there just looking at me. So I pulled back through the drive thru and I called the store and she ignored my call, so I proceeded to knock on the window and she said, ""We're closed"", in a very snappy manner. I said, ""It's 5:50"" and she said ""sorry about it"". This manager is very rude, and always is. Her last name is **."
Jeffrey,"Loa Angles, CA","Reviewed July 26, 2014",1.0,"I came into your Palm Springs location and women behind counter not welcoming and let me stand there and finally said, ""You're not where people order."" No sign. Just thought she was unfriendly. I am not pleased."
Pete,"Huntersville, NC","Reviewed July 23, 2014",1.0,"I've been a loyal, daily customer until recently. I had loaded a $50 gift card from a third party bringing my balance to $85. After accepting the card transfer, something went wrong and instead of just removing the $50 in question, they closed my account and took my entire $85 balance. I was told that even if I loaded my card with $499 in cash and had used a bad card for $1, they would take the entire $500! I asked several times for my $35 and was told no. I know it's not a lot of money, but it is the principle. I'm not sure if that practice is legal, but I know it is highly UNETHICAL."
Marlene,"New York, NY","Reviewed July 18, 2014",2.0,"I go to Starbucks, 68th & 1st ave in NYC. In my opinion you must put the slowest workers in a very busy store. I have walked out more than once."
Sara ,"Apex, NC","Reviewed July 17, 2014",2.0,"I called the company several times and no information where my money went. I bought a gift card from a guy. The transaction took place at Walnut street Starbucks in Cary, NC. The lady at Starbucks took that Guy's iPhone and transferred the money to my card... everything went smoothly. I put the card in safe place and didn't use it for a while. One day I tried using it and it said it has 0 balance. I have receipt but still Starbucks is not refunding. Has this happened to anyone else?"
Benita,"Lexington, KY","Reviewed July 15, 2014",1.0,"I ordered trente Valencia orange drinks with no ice and she gave me two one half cup fills of drink. When I told her this was not right, she said that is what her manager told her to do. I would have to fill the cup totally full if ice for this drink to go to top of cup. The drinks cost $4.25 and you get a little drink with your ice and cup. Their lemon pound is stale everyday but one out of the week."
Kelly,"Sacramento, CA","Reviewed July 14, 2014",1.0,"According to the Americans with Disabilities Act, I am allowed to bring my service animal anywhere that anyone can go. Thus meaning that I can bring my SERVICE DOG into a Starbucks here in Sacramento, California. I was told to take my service animal outside of this store and tie him up on the bicycle rack that was located on the patio next to parking spaces for vehicles. That means that technically speaking I would have a lawsuit against Starbucks because of my service animal that has his vest, dog tags, and his paperwork. I am sick and tired of being told that I cannot take my service dog where I need him to go with me for my P.T.S.D., T.B.I., AND S.D.D. THIS IS DISCRIMINATION!!!"
joe,"Pensacola, FL","Reviewed July 12, 2014",1.0,"I bought a $10 Starbucks card through Groupon on a promotion. I immediately started receiving Starbucks ads via email. Thus the probable reason for the promotion. But when I went to use it at my nearest Starbucks, located in a Target store, they could not confirm that it existed. I called Starbucks and they confirmed that I had the full amount on the card. They further said that NOT ALL Starbucks accepted the card, especially ones in retail stores. I needed to go to a stand-alone Starbucks to use it or transfer it to an existing card. My nearest stand-alone Starbucks is 24 miles away. While I like Starbucks, although grossly overpriced, this has left a bad taste in my mouth and I will hesitate to visit one in the future. I have already blocked all Starbucks emails."
Kate,"Eugene, OR","Reviewed July 8, 2014",1.0,"The last few times I've gone to this Starbucks, the barista named Kayce ** was really unsociable and seemed like she was judging me for my method of paying for my Starbucks drinks. She was super talkative with the customers before me and then when it was my turn she rushed me through my ordering experience. I even initiated a conversation with her once and was pretty much ignored. She does not seem like she likes working at Starbucks at all!"
Riz,"Toronto, ON","Reviewed June 17, 2014",1.0,Employee at the Starbucks branch at the Toronto Eaton Centre (store within Indigo Chapters) saw me approaching and completely ignored me until her colleague noticed and took my order instead. I stood in line like anyone else and said hi and made my order like anyone else - but when I spoke she kept looking down and wouldn't answer me - she only responded when her colleague noticed. This was rude and extremely insulting and I wish I'd gotten her name.
